epoch,loss
1,1.303074
2,1.214122
3,1.157149
4,1.141536
5,1.175312
6,1.087835
7,1.104616
8,1.04673
9,1.067226
10,1.075296
11,1.042457
12,1.039091
13,1.053662
14,1.015756
15,0.995706
16,1.018259
17,1.02241
18,0.999876
19,0.99405
20,0.980314
21,0.994912
22,0.973743
23,0.991796
24,0.974199
25,0.987861
26,1.014279
27,0.978403
28,0.957529
29,0.965035
30,0.992247
