iou_th,stab_th,avg_masks,avg_iou,std_iou
0.3,0.3,715.6333333333333,0.15217727848617268,0.13219184177702017
0.3,0.5,653.4333333333333,0.15189802849312828,0.13196851797554227
0.3,0.6,609.6,0.14958994601327458,0.13455022542005357
0.3,0.7,549.3666666666667,0.14801106644295495,0.13769109790830808
0.3,0.8,466.3666666666667,0.14913002069395592,0.1342309063882358
0.3,0.85,408.2,0.14511233584041208,0.13283766621101267
0.3,0.9,325.93333333333334,0.13098154905227846,0.14152514377451494
0.3,0.95,191.0,0.10823338005207825,0.14638838245447577
0.4,0.3,649.9,0.15214200521238697,0.13218109733428487
0.4,0.5,609.1,0.1518554395233597,0.13193856587382635
0.4,0.6,579.1,0.14934554877271877,0.13437379362417112
0.4,0.7,533.4333333333333,0.1479203792781084,0.1377025028923598
0.4,0.8,461.3666666666667,0.14913248541103122,0.13422053192374497
0.4,0.85,406.76666666666665,0.14512166465301218,0.13283309054801745
0.4,0.9,325.6666666666667,0.13096914904446552,0.14152723377494636
0.4,0.95,191.0,0.10823338005207825,0.14638838245447577
0.5,0.3,566.5333333333333,0.15212006610397413,0.13215620027954125
0.5,0.5,540.6333333333333,0.1518284171026038,0.13190874773969224
0.5,0.6,521.9,0.14918033180819382,0.13433466242020575
0.5,0.7,493.3333333333333,0.14766826554329707,0.13766654669919848
0.5,0.8,442.5,0.14908123760813666,0.13418577303345963
0.5,0.85,398.43333333333334,0.14511512916092026,0.1328062223904852
0.5,0.9,323.93333333333334,0.13097041393937756,0.14152483919198788
0.5,0.95,190.9,0.10823321810397565,0.14638841435958697
0.6,0.3,482.0,0.15208077164529452,0.13213601556734628
0.6,0.5,466.3333333333333,0.1517965996649241,0.13190192329005676
0.6,0.6,455.46666666666664,0.148874367495416,0.1342323750672848
0.6,0.7,439.06666666666666,0.14723001837640623,0.13757428733356805
0.6,0.8,408.23333333333335,0.148680915417684,0.13406723973022835
0.6,0.85,377.96666666666664,0.1450042563772319,0.13266023003756264
0.6,0.9,317.8,0.13094368914480692,0.14156983972785647
0.6,0.95,190.13333333333333,0.10822290084971671,0.1463918378701088
0.7,0.3,390.93333333333334,0.15191144252126565,0.13200472814738476
0.7,0.5,383.4,0.15150971491842405,0.13165277299941652
0.7,0.6,377.46666666666664,0.14825831372434434,0.13408625221762596
0.7,0.7,369.1333333333333,0.1464724711762049,0.1375218865159125
0.7,0.8,352.53333333333336,0.1485633586346156,0.13417197701544292
0.7,0.85,335.53333333333336,0.14489363557878315,0.13272677480088613
0.7,0.9,296.46666666666664,0.13072438375262518,0.14180149714830448
0.7,0.95,186.16666666666666,0.10815282351173706,0.14640023724027906
0.8,0.3,288.4,0.1517914241660598,0.13190412305103175
0.8,0.5,285.73333333333335,0.1507339943583106,0.13094835861532086
0.8,0.6,283.46666666666664,0.14759357624548916,0.13379437365064076
0.8,0.7,280.03333333333336,0.14567254292233714,0.13771923624361346
0.8,0.8,273.26666666666665,0.1484791841511998,0.13457749496969365
0.8,0.85,266.56666666666666,0.14439242991682283,0.13248170108968796
0.8,0.9,248.36666666666667,0.1296434969669472,0.14186580286103204
0.8,0.95,172.93333333333334,0.10788458807275879,0.1465502448635093
0.85,0.3,223.43333333333334,0.15115990978806265,0.1314340716472284
0.85,0.5,222.2,0.14992051827088854,0.1303761316735586
0.85,0.6,221.16666666666666,0.14651485475074347,0.13311990815100308
0.85,0.7,219.36666666666667,0.14413959873257168,0.1374183767595114
0.85,0.8,215.53333333333333,0.14637686098122743,0.1344192495530335
0.85,0.85,212.2,0.1429335415105227,0.1327357050968576
0.85,0.9,202.33333333333334,0.12786230218740602,0.14268394409637225
0.85,0.95,154.4,0.10765535516430608,0.14677584785612124
0.88,0.3,172.66666666666666,0.15102517011712027,0.13147984402166238
0.88,0.5,171.96666666666667,0.1496722382878023,0.13033514844535637
0.88,0.6,171.33333333333334,0.14696054706523334,0.13397870182507501
0.88,0.7,170.2,0.14339754223666829,0.13744038613262483
0.88,0.8,168.0,0.14542926536928646,0.13464305323371656
0.88,0.85,166.03333333333333,0.14188916014665112,0.13289219555886247
0.88,0.9,160.63333333333333,0.12620957824752874,0.1432609253672718
0.88,0.95,131.9,0.10645253743388093,0.147262556150135
0.9,0.3,135.83333333333334,0.15061455484351624,0.1311092157014838
0.9,0.5,135.5,0.149133404932342,0.12987288177729983
0.9,0.6,135.03333333333333,0.1460687148294675,0.1376696487061379
0.9,0.7,134.5,0.14174821643852142,0.13790931036019005
0.9,0.8,132.9,0.14438624164710703,0.13566530367839105
0.9,0.85,131.86666666666667,0.14080557965101553,0.1338437798991185
0.9,0.9,128.56666666666666,0.1247031400557024,0.14357864617149632
0.9,0.95,109.53333333333333,0.10539643715904087,0.14747349110366154
0.95,0.3,36.2,0.15198829624109603,0.1330705786340293
0.95,0.5,36.166666666666664,0.15035152060842175,0.1313664676961102
0.95,0.6,35.96666666666667,0.14824065430521316,0.15261767219003988
0.95,0.7,35.86666666666667,0.14257731126431777,0.15374805828822613
0.95,0.8,35.233333333333334,0.1377598853833701,0.15519128824822984
0.95,0.85,35.06666666666667,0.13395645240183282,0.15513228372234703
0.95,0.9,34.266666666666666,0.10764113489148837,0.15307933897037151
0.95,0.95,31.666666666666668,0.09259232750778564,0.15364514477673635
